name,brand,color,price,seller_name,seller_phone,seller_average_rating,seller_review_count,miles,distance_from_Madison,Exterior Color,Interior Color,Transmission,Drivetrain,VIN
2018 Honda Civic Si,Honda,White,24990,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,White Orchid Pearl,Black,6-Speed Manual,FWD,2HGFC3A5XJH751280
2018 Honda Civic LX,Honda,Red,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Burgundy Night Pearl,Ivory,Automatic CVT,FWD,19XFC2F5XJE018787
2018 Honda Civic EX,Honda,White,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,White Orchid Pearl,Black,Automatic CVT,FWD,19XFC2F71JE027055
2018 Honda Civic LX,Honda,Red,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Rallye Red,Black,Automatic CVT,FWD,2HGFC2F50JH538440
2018 Honda Civic EX-L,Honda,Blue,24790,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,JHMFC1F70JX001829
2018 Honda Civic LX,Honda,Black,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F58JE016245
2018 Honda Civic EX,Honda,White,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,White Orchid Pearl,Black,Automatic CVT,FWD,19XFC2F71JE024351
2018 Honda Civic EX,Honda,Black,22130,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F7XJE006608
2018 Honda Civic EX-L w/Navi,Honda,Blue,26390,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Aegean Blue Metallic,Black,Automatic CVT,FWD,SHHFK7H71JU205665
2018 Honda Civic LX,Honda,Black,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F50JE025960
2018 Honda Civic Si,Honda,Gray,24975,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Modern Steel Metallic,Black,6-Speed Manual,FWD,2HGFC1E57JH701516
2018 Honda Civic EX,Honda,Gray,22115,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Modern Steel Metallic,Black,Automatic CVT,FWD,19XFC2F72JE001340
2018 Honda Civic LX,Honda,Blue,20940,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Aegean Blue Metallic,Black / Gray,Automatic CVT,FWD,2HGFC4B57JH300621
2018 Honda Civic LX,Honda,Blue,20530,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Cosmic Blue Metallic,Gray,continuously variable (cvt),Front Wheel Drive,19XFC2F53JE024236
2018 Honda Civic Touring,Honda,Black,27590,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Crystal Black Pearl,Blk Lth,continuously variable (cvt),Front Wheel Drive,19XFC1F90JE002577
2018 Honda Civic EX,Honda,Blue,23290,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Aegean Blue Metallic,Black,continuously variable (cvt),Front Wheel Drive,19XFC1F30JE001344
2018 Honda Civic Manual,Honda,White,24990,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,White Orchid Pearl,Black,6-SPEED M/T,Front Wheel Drive,2HGFC1E52JH703738
2018 Honda Civic LX,Honda,Black,20530,Wilde East Towne Honda,(608) 807-5370,4.9,2684,,7,Crystal Black Pearl,Black,continuously variable (cvt),Front Wheel Drive,19XFC2F57JE029083
2017 Honda Civic Si,Honda,Silver,24975,Napleton Autowerks Loves Park,(815) 916-4212,4.9,365,,55,Lunar Silver Metallic,,6-Speed Manual,FWD,2HGFC3A52HH754779
2018 Honda Civic LX,Honda,Blue,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Cosmic Blue Metallic,Gray,6-Speed Manual,FWD,19XFC2E53JE026103
2018 Honda Civic EX,Honda,Gray,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Modern Steel Metallic Gray,Black,Automatic CVT,FWD,19XFC2F76JE003527
2018 Honda Civic EX-T,Honda,Silver,22475,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,6-Speed Manual,FWD,19XFC1E36JE000572
2018 Honda Civic EX,Honda,White,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,White Orchid Pearl,Ivory,Automatic CVT,FWD,19XFC2F71JE024933
2018 Honda Civic EX,Honda,Red,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Rallye Red,Black,Automatic CVT,FWD,2HGFC2F77JH508918
2018 Honda Civic EX,Honda,Red,22115,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Rallye Red,Black,Automatic CVT,FWD,2HGFC2F7XJH506760
2018 Honda Civic LX,Honda,Gray,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Modern Steel Metallic Gray,Gray,6-Speed Manual,FWD,19XFC2E55JE015314
2018 Honda Civic LX,Honda,Blue,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,19XFC2F52JE009369
2018 Honda Civic Touring,Honda,Silver,27590,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC1F9XJE001419
2018 Honda Civic LX,Honda,Silver,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F59JE019154
2018 Honda Civic Sport Touring,Honda,Black,29540,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H99JU216009
2018 Honda Civic Sport,Honda,Black,22375,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Crystal Black Pearl,Black,6-Speed Manual,FWD,SHHFK7G48JU200910
2018 Honda Civic EX,Honda,Silver,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F75JE003390
2018 Honda Civic EX,Honda,Gray,22130,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Modern Steel Metallic Gray,Black,Automatic CVT,FWD,19XFC2F75JE003082
2018 Honda Civic LX,Honda,Blue,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,19XFC2F5XJE019843
2018 Honda Civic LX,Honda,Gray,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Modern Steel Metallic Gray,Gray,Automatic CVT,FWD,19XFC2F53JE011471
2018 Honda Civic Sport Touring,Honda,Silver,29540,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,Automatic CVT,FWD,SHHFK7H98JU214073
2018 Honda Civic LX,Honda,Gray,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Modern Steel Metallic Gray,Gray,Automatic CVT,FWD,19XFC2F57JE018407
2018 Honda Civic EX-T,Honda,Black,23290,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC1F37JE002409
2018 Honda Civic LX,Honda,Blue,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,19XFC2F52JE023756
2018 Honda Civic EX,Honda,Blue,24040,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Dyno Blue Pearl,Black,Automatic CVT,FWD,SHHFK7H55JU214254
2018 Honda Civic EX-T,Honda,Blue,23290,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC1F30JE001330
2018 Honda Civic LX,Honda,Black,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F52JE011817
2018 Honda Civic LX,Honda,Black,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F53JE022566
2018 Honda Civic LX,Honda,Gray,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Modern Steel Metallic,Gray,Automatic CVT,FWD,19XFC2F58JE018206
2018 Honda Civic EX,Honda,Black,23875,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H50JU201556
2018 Honda Civic LX,Honda,Gray,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Modern Steel Metallic,Black,Automatic CVT,FWD,19XFC2F58JE011899
2018 Honda Civic EX-T,Honda,Black,22475,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,6-Speed Manual,FWD,19XFC1E36JE000586
2018 Honda Civic EX-T,Honda,White,23290,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,White Orchid Pearl,Black,Automatic CVT,FWD,19XFC1F37JE001311
2018 Honda Civic EX,Honda,Gray,22130,ALL-STAR Honda,(414) 203-5419,4.4,172,,73,Modern Steel Metallic,Black,Automatic CVT,FWD,19XFC2F77JE003200
2017 Honda Civic Touring,Honda,Black,27475,ALL-STAR Honda,(414) 203-5419,4.4,172,,73,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC1F93HE010702
2018 Honda Civic EX,Honda,Gray,22130,Richardson Motors,(563) 239-2187,4.9,222,,77,Gray,Black,Automatic CVT,FWD,19XFC2F78JE025738
2018 Honda Civic EX,Honda,Black,24040,Richardson Motors,(563) 239-2187,4.9,222,,77,Black,Black,Automatic CVT,FWD,SHHFK7H54JU216576
2018 Honda Civic EX,Honda,White,23130,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,White,,continuously variable (cvt),Front Wheel Drive,19XFC2F87JE028395
2018 Honda Civic LX,Honda,Red,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Burgundy,,continuously variable (cvt),Front Wheel Drive,19XFC2F53JE024477
2018 Honda Civic Sport,Honda,Gray,23190,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable,Front Wheel Drive,SHHFK7H4XJU211020
2018 Honda Civic LX,Honda,Gray,20940,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable (cvt),Front Wheel Drive,2HGFC4B57JH301719
2018 Honda Civic EX,Honda,Gray,24040,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable,Front Wheel Drive,SHHFK7H53JU216908
2018 Honda Civic Sport Touring,Honda,Gray,29390,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Polished Metal Metallic,,continuously variable,Front Wheel Drive,SHHFK7H92JU210925
2018 Honda Civic EX,Honda,Silver,23390,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Silver,,continuously variable (cvt),Front Wheel Drive,2HGFC3B36JH351259
2018 Honda Civic EX,Honda,White,23390,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,White,,continuously variable (cvt),Front Wheel Drive,2HGFC3B37JH351853
2018 Honda Civic EX,Honda,Gray,24040,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,continuously variable,Front Wheel Drive,SHHFK7H59JU216931
2018 Honda Civic Sport,Honda,Black,23190,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Black,,continuously variable,Front Wheel Drive,SHHFK7H40JU208143
2018 Honda Civic LX,Honda,Gray,20530,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Modern Steel Metallic,,continuously variable (cvt),Front Wheel Drive,19XFC2F53JE025788
2018 Honda Civic LX,Honda,Other,20530,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC2F59JE029084
2018 Honda Civic EX-L,Honda,Other,24790,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC1F73JE002197
2018 Honda Civic EX,Honda,Other,22130,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC2F79JE023576
2018 Honda Civic EX,Honda,Other,22130,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,2HGFC2F7XJH546224
2018 Honda Civic LX,Honda,Silver,20530,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,Lunar Silv Met,,CVT w/OD,FWD,19XFC2F51JE008911
2018 Honda Civic LX,Honda,Other,20530,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC2F56JE027082
2017 Honda Civic EX-T,Honda,Red,22475,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Rallye Red,Blk/Beige,6-Speed Manual w/OD,FWD,2HGFC3A39HH362767
2018 Honda Civic EX-T,Honda,Gray,23290,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Modern Steel Metallic,Black,CVT w/OD,FWD,19XFC1F38JE002306
2018 Honda Civic Sport Touring,Honda,Silver,29390,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Lunar Silver Metallic,Black,CVT w/OD,FWD,SHHFK7H95JU210921
2018 Honda Civic EX-L Navi,Honda,Black,26540,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Crystal Black Pearl,Black,CVT w/OD,FWD,SHHFK7H7XJU213019
2018 Honda Civic EX-L Navi,Honda,Gray,26540,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Polished Metal Metallic,Black,CVT w/OD,FWD,SHHFK7H70JU214647
2018 Honda Civic LX,Honda,Gray,20530,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Modern Steel Metallic,Black,CVT w/OD,FWD,19XFC2F51JE021321
2018 Honda Civic LX,Honda,Black,21740,International Honda,(920) 587-4138,3.6,46,,94,Black,,Automatic CVT,FWD,SHHFK7H20JU211431
2018 Honda Civic Si,Honda,Silver,24990,International Honda,(920) 587-4138,3.6,46,,94,Silver Metallic,,6-Speed Manual,FWD,2HGFC1E58JH701685
2018 Honda Civic Touring,Honda,Blue,27590,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Cosmic Blue,Gray,Automatic CVT,FWD,19XFC1F9XJE001405
2018 Honda Civic EX,Honda,White,23890,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Crystal,Black,Automatic CVT,FWD,SHHFK7H52JU208606
2016 Honda Civic EX,Honda,Gray,21875,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Modern Steel Metallic,Gray,Automatic CVT,FWD,19XFC2F79GE034943
2018 Honda Civic LX,Honda,Gray,20530,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Modern Steel Metallic,Black,Automatic CVT,FWD,19XFC2F55JE021306
2018 Honda Civic EX,Honda,Gray,22130,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Modern Steel,Gray,Automatic CVT,FWD,19XFC2F73JE027591
2018 Honda Civic LX,Honda,Blue,19715,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Cosmic Blue,Gray,6-Speed Manual,FWD,19XFC2E50JE002356
2018 Honda Civic EX,Honda,Blue,22130,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,19XFC2F77JE021924
2018 Honda Civic LX,Honda,Blue,20530,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Cosmic Blue,Gray,Automatic CVT,FWD,19XFC2F55JE028787
2018 Honda Civic EX-L,Honda,White,24790,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,White Orchard,Ivory,Automatic CVT,FWD,19XFC1F73JE002278
2018 Honda Civic EX,Honda,Blue,22130,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Cosmic Blue,Gray,Automatic CVT,FWD,19XFC2F76JE025480
2018 Honda Civic EX,Honda,Blue,22130,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Cosmic Blue,Gray,Automatic CVT,FWD,19XFC2F76JE028878
2016 Honda Civic LX-P,Honda,Red,21685,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Rallye Red,Black,Automatic CVT,FWD,2HGFC4B03GH314206
2016 Honda Civic LX-P,Honda,Red,21685,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Rallye Red,Black,Automatic CVT,FWD,2HGFC4B06GH315642
2018 Honda Civic EX-L,Honda,Silver,24790,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Lunar Silver,Black,Automatic CVT,FWD,JHMFC1F72JX000567
2016 Honda Civic EX,Honda,Gray,22875,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Modern Steel Metallic,Black,Automatic CVT,FWD,2HGFC2F88GH504250
2018 Honda Civic EX,Honda,Black,22130,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F78JE021835
2018 Honda Civic EX,Honda,Silver,22115,McGrath Honda of St. Charles,(877) 221-4574,3.7,109,,97,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F77JE002743
2018 Honda Civic Si,Honda,Red,24990,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Rallye Red,Black,6-Speed Manual,FWD,2HGFC1E56JH703614
2018 Honda Civic EX,Honda,White,23130,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,White Orchid,Black,Automatic CVT,FWD,19XFC2F89JE026289
2018 Honda Civic Sport,Honda,Gray,23340,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Sonic Gray Pearl,Black,Automatic CVT,FWD,SHHFK7H42JU213506
2018 Honda Civic Sport Touring,Honda,Silver,29540,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Lunar Silver,Black,Automatic CVT,FWD,SHHFK7H96JU215626
2018 Honda Civic LX,Honda,Silver,21530,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Lunar Silver,Black,Automatic CVT,FWD,19XFC2F68JE027528
2017 Honda Civic LX,Honda,Red,20025,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Rallye Red,Tan,6-Speed Manual,FWD,2HGFC4A5XHH308708
2018 Honda Civic LX,Honda,Silver,21740,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Lunar Silver Metallic,Black,Automatic CVT,FWD,SHHFK7H22JU216596
2018 Honda Civic LX,Honda,Black,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC2F52JE020145
2018 Honda Civic LX,Honda,Blue,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F51JE025059
2018 Honda Civic LX,Honda,Blue,20940,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Aegean Blue Metallic,Black / Gray,Automatic CVT,FWD,2HGFC4B51JH301554
2018 Honda Civic LX,Honda,Blue,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Aegean Blue Metallic,Black,Automatic CVT,FWD,19XFC2F58JE017864
2018 Honda Civic LX,Honda,Red,20530,Zimbrick at Fish Hatchery Road,(608) 338-1569,4.4,376,,2,Burgundy Night Pearl,Ivory,Automatic CVT,FWD,19XFC2F51JE018788
2018 Honda Civic EX-L,Honda,Black,24790,Rock County Honda,(608) 554-2881,4.9,365,,33,Crystal-Black,,continuously variable (cvt),Front Wheel Drive,19XFC1F73JE001664
2018 Honda Civic EX,Honda,Black,22130,Rock County Honda,(608) 554-2881,4.9,365,,33,Crystal-Black,,continuously variable (cvt),Front Wheel Drive,19XFC2F75JE028936
2018 Honda Civic LX,Honda,Silver,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,6-Speed Manual,FWD,19XFC2E53JE004683
2018 Honda Civic EX-L,Honda,White,24515,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,White Orchid Pearl,Black / Gray,Automatic CVT,FWD,2HGFC3B70JH350840
2018 Honda Civic LX,Honda,Gray,21740,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Sonic Gray Pearl,Black,Automatic CVT,FWD,SHHFK7H25JU214034
2018 Honda Civic Si,Honda,Black,24990,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Crystal Black Pearl,Black,6-Speed Manual,FWD,2HGFC3A54JH753252
2018 Honda Civic LX,Honda,Blue,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Cosmic Blue Metallic,Gray,6-Speed Manual,FWD,19XFC2E54JE005535
2018 Honda Civic LX,Honda,Gray,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Modern Steel Metallic Gray,Gray,Automatic CVT,FWD,19XFC2F55JE008507
2018 Honda Civic LX,Honda,Silver,20530,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F58JE017914
2018 Honda Civic EX-T,Honda,Black,23290,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC1F36JE001333
2018 Honda Civic LX,Honda,Blue,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,2HGFC2F50JH539099
2018 Honda Civic EX-T,Honda,Black,23290,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Crystal Black Pearl,Black,Automatic CVT,FWD,19XFC1F36JE002093
2017 Honda Civic Sport Touring,Honda,Black,29175,ALL-STAR Honda,(414) 203-5419,4.4,172,,73,Crystal Black Pearl,Black,Automatic CVT,FWD,SHHFK7H99HU231491
2018 Honda Civic LX,Honda,Brown,19148,Bergstrom Imports of Oshkosh,(877) 468-2919,3,740,,74,Mocha Steel,Gray,Automatic CVT,FWD,19XFC2F51JE023148
2018 Honda Civic Sport,Honda,Red,22375,Racine Honda,(262) 324-1178,4.7,181,,79,Rallye Red,Black,6-Speed Manual w/OD,FWD,SHHFK7G49JU205484
2018 Honda Civic LX,Honda,Red,20530,Racine Honda,(262) 324-1178,4.7,181,,79,Burgundy Night Pearl,Ivory,CVT w/OD,FWD,19XFC2F53JE011941
2018 Honda Civic 482,Honda,Other,24990,Racine Honda,(262) 324-1178,4.7,181,,79,,482,6-Speed Manual w/OD,FWD,2HGFC3A54JH753297
2018 Honda Civic EX,Honda,Red,23290,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Burgundy,,continuously variable (cvt),Front Wheel Drive,19XFC1F38JE002404
2018 Honda Civic Manual,Honda,Gray,24990,Muller Honda of Gurnee,(888) 420-8088,5,41,,86,Gray,,6-SPEED M/T,Front Wheel Drive,2HGFC1E57JH702939
2018 Honda Civic LX,Honda,Other,19730,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,6-Speed Manual w/OD,FWD,19XFC2E50JE026902
2017 Honda Civic Sport,Honda,Other,22975,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,Black,CVT w/OD,FWD,SHHFK7H49HU228918
2018 Honda Civic EX,Honda,Other,22130,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,San Marno/Milan,,CVT w/OD,FWD,2HGFC2F72JH521639
2018 Honda Civic EX-L,Honda,Other,24790,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC1F77JE002705
2018 Honda Civic EX,Honda,Other,24040,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,SHHFK7H51JU214588
2018 Honda Civic LX,Honda,Other,20530,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC2F5XJE027151
2018 Honda Civic LX,Honda,Blue,20530,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Cosmic Blue Metallic,Gray,CVT w/OD,FWD,19XFC2F50JE029751
2018 Honda Civic EX-L Navi,Honda,Other,26390,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,,Black,CVT w/OD,FWD,SHHFK7H77JU208022
2018 Honda Civic EX,Honda,Silver,22130,Pauly Honda,(847) 388-0359,4.8,423,,91,Lunar Silver,Black,Automatic CVT,FWD,19XFC2F78JE007059
2018 Honda Civic Si,Honda,Blue,24975,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Aegean Blue,Black,6-Speed Manual,FWD,2HGFC1E5XJH700926
2018 Honda Civic EX-L,Honda,Gray,24790,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Modern Steel Metallic,Gray,Automatic CVT,FWD,JHMFC1F77JX000581
2018 Honda Civic EX,Honda,Silver,22130,McGrath Honda of St. Charles,(877) 221-4574,3.7,109,,97,Lunar Silver Metallic,Black,Automatic CVT,FWD,19XFC2F71JE015794
2018 Honda Civic LX,Honda,Blue,19730,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Cosmic Blue Metallic,Gray,6-Speed Manual,FWD,19XFC2E51JE026083
2018 Honda Civic Si,Honda,White,24990,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Crystal,Black,6-Speed Manual,FWD,2HGFC3A57JH753245
2016 Honda Civic EX,Honda,Red,21875,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Rallye Red,Black,Automatic CVT,FWD,2HGFC2F74GH538337
2018 Honda Civic EX-T,Honda,Gray,22590,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Modern Steel,Black,6-Speed Manual,FWD,2HGFC3A36JH351165
2018 Honda Civic Sport,Honda,Black,23190,Brian Bemis Imports,(779) 222-2609,3.8,25,,83,Crystal Black Pearl,,Automatic CVT,FWD,SHHFK7H45JU208431
2018 Honda Civic LX,Honda,White,20140,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Taffeta White,Black,6-Speed Manual,FWD,2HGFC4A54JH302019
2018 Honda Civic LX,Honda,Black,20530,Motor Werks - Barrington Auto Mall,(847) 829-0027,4.8,1625,,91,Crystal Black Pearl,Ivory,CVT w/OD,FWD,19XFC2F50JE019219
2018 Honda Civic LX,Honda,Other,20530,McGrath Honda of Elgin,(877) 710-5922,4.8,249,,87,,,CVT w/OD,FWD,19XFC2F56JE024361
2018 Honda Civic Sport Touring,Honda,Red,29375,Pauly Honda,(847) 388-0359,4.8,423,,91,Rallye Red,Black,Automatic CVT,FWD,SHHFK7H9XJU206069
2018 Honda Civic LX,Honda,Gray,19730,Schlossmann Honda City,(888) 276-5849,4.3,43,,68,Modern Steel Metallic Gray,Black,6-Speed Manual,FWD,19XFC2E5XJE002929
2018 Honda Civic LX-P,Honda,White,21940,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Taffeta White,Black,Automatic CVT,FWD,2HGFC4B05JH301769
2018 Honda Civic LX,Honda,Red,20530,Russ Darrow Honda,(866) 495-8682,4.7,776,,69,Burgundy Night Pearl,Ivory,Automatic CVT,FWD,19XFC2F53JE025371
2018 Honda Civic EX-L,Honda,Blue,24790,Schaumburg Honda Automobiles,(888) 612-9956,4.7,1124,,97,Cosmic Blue Metallic,Gray,Automatic CVT,FWD,JHMFC1F76JX001012
